event_id,team,type,subtype,period,start_frame,start_time_s,end_frame,end_time_s,from,to,start_x,start_y,end_x,end_y,frame
823,Away,PASS,,1,53027,2121.08,53045,2121.8,Player23,Player24,89,36,92,54,53027
